,i1,i2,i3,k1,k2,k3,weight
0,0,0,0,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,2.974452917841567735e-06
1,1,0,0,3.544827586206896614e-02,1.000000000000000021e-03,1.000000000000000021e-03,3.042608777043778755e-06
2,1,1,0,3.544827586206896614e-02,3.544827586206896614e-02,1.000000000000000021e-03,2.812019385653838799e-05
3,1,1,1,3.544827586206896614e-02,3.544827586206896614e-02,3.544827586206896614e-02,3.875389778514861191e-05
4,2,1,0,6.989655172413793138e-02,3.544827586206896614e-02,1.000000000000000021e-03,6.083194033301529651e-06
5,2,1,1,6.989655172413793138e-02,3.544827586206896614e-02,3.544827586206896614e-02,6.394203046233258591e-05
6,2,2,0,6.989655172413793138e-02,6.989655172413793138e-02,1.000000000000000021e-03,2.818936147613364005e-05
7,2,2,1,6.989655172413793138e-02,6.989655172413793138e-02,3.544827586206896614e-02,1.183844279788037198e-04
8,2,2,2,6.989655172413793138e-02,6.989655172413793138e-02,6.989655172413793138e-02,4.087920779859775241e-05
9,3,1,1,1.043448275862068897e-01,3.544827586206896614e-02,3.544827586206896614e-02,3.020442026614988804e-06
10,3,2,0,1.043448275862068897e-01,6.989655172413793138e-02,1.000000000000000021e-03,6.026167538422486254e-06
11,3,2,1,1.043448275862068897e-01,6.989655172413793138e-02,3.544827586206896614e-02,1.277001044895714689e-04
12,3,2,2,1.043448275862068897e-01,6.989655172413793138e-02,6.989655172413793138e-02,1.204831256279759226e-04
13,3,3,0,1.043448275862068897e-01,1.043448275862068897e-01,1.000000000000000021e-03,2.817556474350158726e-05
14,3,3,1,1.043448275862068897e-01,1.043448275862068897e-01,3.544827586206896614e-02,1.183624758442157720e-04
15,3,3,2,1.043448275862068897e-01,1.043448275862068897e-01,6.989655172413793138e-02,1.226376233957931691e-04
16,3,3,3,1.043448275862068897e-01,1.043448275862068897e-01,1.043448275862068897e-01,4.087920779859770498e-05
17,4,2,1,1.387931034482758619e-01,6.989655172413793138e-02,3.544827586206896614e-02,5.991338453378078417e-06
18,4,2,2,1.387931034482758619e-01,6.989655172413793138e-02,6.989655172413793138e-02,6.395478477516579568e-05
19,4,3,0,1.387931034482758619e-01,1.043448275862068897e-01,1.000000000000000021e-03,6.075467863027592625e-06
20,4,3,1,1.387931034482758619e-01,1.043448275862068897e-01,3.544827586206896614e-02,1.279694167105486298e-04
21,4,3,2,1.387931034482758619e-01,1.043448275862068897e-01,6.989655172413793138e-02,2.409956842855667466e-04
22,4,3,3,1.387931034482758619e-01,1.043448275862068897e-01,1.043448275862068897e-01,1.226376233957931149e-04
23,4,4,0,1.387931034482758619e-01,1.387931034482758619e-01,1.000000000000000021e-03,2.816391416927899050e-05
24,4,4,1,1.387931034482758619e-01,1.387931034482758619e-01,3.544827586206896614e-02,1.183958332777794263e-04
25,4,4,2,1.387931034482758619e-01,1.387931034482758619e-01,6.989655172413793138e-02,1.226376233957931691e-04
26,4,4,3,1.387931034482758619e-01,1.387931034482758619e-01,1.043448275862068897e-01,1.226376233957931149e-04
27,4,4,4,1.387931034482758619e-01,1.387931034482758619e-01,1.387931034482758619e-01,4.087920779859770498e-05
28,5,2,2,1.732413793103448341e-01,6.989655172413793138e-02,6.989655172413793138e-02,3.034422715682112706e-06
29,5,3,1,1.732413793103448341e-01,1.043448275862068897e-01,3.544827586206896614e-02,6.016601803797611114e-06
30,5,3,2,1.732413793103448341e-01,1.043448275862068897e-01,6.989655172413793138e-02,1.279328706987767849e-04
31,5,3,3,1.732413793103448341e-01,1.043448275862068897e-01,1.043448275862068897e-01,1.204839840913396183e-04
32,5,4,0,1.732413793103448341e-01,1.387931034482758619e-01,1.000000000000000021e-03,6.073505661053261912e-06
