,i1,i2,i3,k1,k2,k3,weight
0,0,0,0,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,4.532890662332293534e-05
1,2,2,0,1.009000000000000036e-01,1.009000000000000036e-01,1.000000000000000021e-03,4.393765034472068317e-04
2,2,2,2,1.009000000000000036e-01,1.009000000000000036e-01,1.009000000000000036e-01,8.681444424389069643e-04
3,3,2,2,1.508500000000000119e-01,1.009000000000000036e-01,1.009000000000000036e-01,1.924492183596660314e-03
4,4,2,2,2.008000000000000063e-01,1.009000000000000036e-01,1.009000000000000036e-01,1.394347165193517493e-03
5,5,5,0,2.507499999999999729e-01,2.507499999999999729e-01,1.000000000000000021e-03,6.245255302303667896e-04
6,5,5,2,2.507499999999999729e-01,2.507499999999999729e-01,1.009000000000000036e-01,1.014101252493123523e-03
7,5,5,3,2.507499999999999729e-01,2.507499999999999729e-01,1.508500000000000119e-01,1.635708971055152561e-03
8,5,5,5,2.507499999999999729e-01,2.507499999999999729e-01,2.507499999999999729e-01,4.601443568196787563e-03
9,6,5,2,3.007000000000000228e-01,2.507499999999999729e-01,1.009000000000000036e-01,9.132493076820092162e-03
10,7,5,2,3.506500000000000172e-01,2.507499999999999729e-01,1.009000000000000036e-01,7.499731948711051437e-05
11,8,5,5,4.006000000000000116e-01,2.507499999999999729e-01,2.507499999999999729e-01,3.939656856928976277e-03
12,8,6,2,4.006000000000000116e-01,3.007000000000000228e-01,1.009000000000000036e-01,4.885156515467363111e-03
13,9,6,5,4.505500000000000060e-01,3.007000000000000228e-01,2.507499999999999729e-01,1.473754815650952024e-02
14,9,9,3,4.505500000000000060e-01,4.505500000000000060e-01,1.508500000000000119e-01,2.265262003486296846e-03
15,9,9,5,4.505500000000000060e-01,4.505500000000000060e-01,2.507499999999999729e-01,1.620487463832512298e-02
16,9,9,9,4.505500000000000060e-01,4.505500000000000060e-01,4.505500000000000060e-01,1.028173135329969214e-02
17,10,9,1,5.004999999999999449e-01,4.505500000000000060e-01,5.095000000000000223e-02,5.630247441513656047e-04
18,10,9,2,5.004999999999999449e-01,4.505500000000000060e-01,1.009000000000000036e-01,7.279771078958271330e-03
19,10,10,0,5.004999999999999449e-01,5.004999999999999449e-01,1.000000000000000021e-03,6.910073054354470010e-04
20,10,10,2,5.004999999999999449e-01,5.004999999999999449e-01,1.009000000000000036e-01,4.126684505672779946e-03
21,12,6,6,6.004000000000000448e-01,3.007000000000000228e-01,3.007000000000000228e-01,4.588100257983841225e-03
22,13,9,5,6.503499999999999837e-01,4.505500000000000060e-01,2.507499999999999729e-01,2.596737663396607616e-03
23,13,9,6,6.503499999999999837e-01,4.505500000000000060e-01,3.007000000000000228e-01,5.394269606424161902e-03
24,13,9,9,6.503499999999999837e-01,4.505500000000000060e-01,4.505500000000000060e-01,2.228325589843550489e-02
25,13,10,5,6.503499999999999837e-01,5.004999999999999449e-01,2.507499999999999729e-01,2.949352312328442152e-02
26,13,11,2,6.503499999999999837e-01,5.504499999999999948e-01,1.009000000000000036e-01,4.381817062731124639e-03
27,13,13,4,6.503499999999999837e-01,6.503499999999999837e-01,2.008000000000000063e-01,1.583506711439096803e-03
28,13,13,5,6.503499999999999837e-01,6.503499999999999837e-01,2.507499999999999729e-01,9.488568247002691913e-03
29,13,13,8,6.503499999999999837e-01,6.503499999999999837e-01,4.006000000000000116e-01,9.492098476830253262e-03
30,13,13,9,6.503499999999999837e-01,6.503499999999999837e-01,4.505500000000000060e-01,1.165605295474030773e-02
31,13,13,13,6.503499999999999837e-01,6.503499999999999837e-01,6.503499999999999837e-01,8.533006050796886760e-03
32,14,13,1,7.003000000000000336e-01,6.503499999999999837e-01,5.095000000000000223e-02,1.429212643239769842e-03
33,14,14,0,7.003000000000000336e-01,7.003000000000000336e-01,1.000000000000000021e-03,2.038113634520374320e-04
34,14,14,2,7.003000000000000336e-01,7.003000000000000336e-01,1.009000000000000036e-01,6.852564305157883562e-03
35,14,14,3,7.003000000000000336e-01,7.003000000000000336e-01,1.508500000000000119e-01,1.843149920714065625e-03
36,16,9,9,8.002000000000000224e-01,4.505500000000000060e-01,4.505500000000000060e-01,5.003198891435436252e-03
37,16,10,6,8.002000000000000224e-01,5.004999999999999449e-01,3.007000000000000228e-01,6.085145987975167092e-03
38,16,13,5,8.002000000000000224e-01,6.503499999999999837e-01,2.507499999999999729e-01,3.897386890356130482e-03
39,16,13,8,8.002000000000000224e-01,6.503499999999999837e-01,4.006000000000000116e-01,1.381812359284292696e-03
40,16,13,9,8.002000000000000224e-01,6.503499999999999837e-01,4.505500000000000060e-01,2.445942681395582227e-02
41,16,13,13,8.002000000000000224e-01,6.503499999999999837e-01,6.503499999999999837e-01,8.717602102604627562e-03
42,16,14,2,8.002000000000000224e-01,7.003000000000000336e-01,1.009000000000000036e-01,3.307806635600224737e-03
43,16,14,5,8.002000000000000224e-01,7.003000000000000336e-01,2.507499999999999729e-01,8.706637126889059733e-03
44,16,16,5,8.002000000000000224e-01,8.002000000000000224e-01,2.507499999999999729e-01,7.693695215728357014e-04
45,16,16,8,8.002000000000000224e-01,8.002000000000000224e-01,4.006000000000000116e-01,9.172632300436722383e-04
46,16,16,9,8.002000000000000224e-01,8.002000000000000224e-01,4.505500000000000060e-01,1.241521889072799093e-03
47,17,9,9,8.501500000000000723e-01,4.505500000000000060e-01,4.505500000000000060e-01,1.664987479445215668e-03
48,17,10,9,8.501500000000000723e-01,5.004999999999999449e-01,4.505500000000000060e-01,1.021378358795691811e-02
49,17,13,5,8.501500000000000723e-01,6.503499999999999837e-01,2.507499999999999729e-01,5.127126289918230995e-03
50,17,13,9,8.501500000000000723e-01,6.503499999999999837e-01,4.505500000000000060e-01,1.129320935729537928e-02
51,17,13,13,8.501500000000000723e-01,6.503499999999999837e-01,6.503499999999999837e-01,9.535417627119218559e-03
52,17,14,5,8.501500000000000723e-01,7.003000000000000336e-01,2.507499999999999729e-01,1.395939301923986714e-02
53,17,16,1,8.501500000000000723e-01,8.002000000000000224e-01,5.095000000000000223e-02,6.378457727438549638e-04
54,17,16,9,8.501500000000000723e-01,8.002000000000000224e-01,4.505500000000000060e-01,1.458770514904709527e-02
55,17,16,13,8.501500000000000723e-01,8.002000000000000224e-01,6.503499999999999837e-01,3.857197212312495852e-03
56,17,16,16,8.501500000000000723e-01,8.002000000000000224e-01,8.002000000000000224e-01,4.919219334296429796e-03
57,17,17,0,8.501500000000000723e-01,8.501500000000000723e-01,1.000000000000000021e-03,3.611709005594701625e-04
58,17,17,2,8.501500000000000723e-01,8.501500000000000723e-01,1.009000000000000036e-01,6.051267657580212435e-03
59,17,17,4,8.501500000000000723e-01,8.501500000000000723e-01,2.008000000000000063e-01,1.722510965008262521e-05
60,17,17,5,8.501500000000000723e-01,8.501500000000000723e-01,2.507499999999999729e-01,8.028469823878787992e-03
61,17,17,13,8.501500000000000723e-01,8.501500000000000723e-01,6.503499999999999837e-01,9.976101411156818033e-03
62,19,10,9,9.500500000000000611e-01,5.004999999999999449e-01,4.505500000000000060e-01,2.017416904884928989e-04
63,19,10,10,9.500500000000000611e-01,5.004999999999999449e-01,5.004999999999999449e-01,4.121603485945833645e-03
64,19,13,6,9.500500000000000611e-01,6.503499999999999837e-01,3.007000000000000228e-01,3.051240697054685876e-03
65,19,13,9,9.500500000000000611e-01,6.503499999999999837e-01,4.505500000000000060e-01,1.265286498796215284e-02
66,19,13,13,9.500500000000000611e-01,6.503499999999999837e-01,6.503499999999999837e-01,8.369459924445817739e-03
67,19,14,5,9.500500000000000611e-01,7.003000000000000336e-01,2.507499999999999729e-01,1.680859905046842200e-03
68,19,14,6,9.500500000000000611e-01,7.003000000000000336e-01,3.007000000000000228e-01,1.018351222859465713e-03
69,19,14,9,9.500500000000000611e-01,7.003000000000000336e-01,4.505500000000000060e-01,5.428510535296014218e-03
70,19,16,5,9.500500000000000611e-01,8.002000000000000224e-01,2.507499999999999729e-01,6.257995142256941173e-03
71,19,16,9,9.500500000000000611e-01,8.002000000000000224e-01,4.505500000000000060e-01,3.596778372947492461e-03
72,19,16,13,9.500500000000000611e-01,8.002000000000000224e-01,6.503499999999999837e-01,1.199868038785495590e-02
73,19,16,16,9.500500000000000611e-01,8.002000000000000224e-01,8.002000000000000224e-01,1.936293194225133978e-03
74,19,17,2,9.500500000000000611e-01,8.501500000000000723e-01,1.009000000000000036e-01,3.106871946045431862e-03
