,i1,i2,i3,k1,k2,k3,weight
0,0,0,0,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,5.796232258035281041e-06
1,1,0,0,4.443478260869565544e-02,1.000000000000000021e-03,1.000000000000000021e-03,5.854616792989459586e-06
2,1,1,0,4.443478260869565544e-02,4.443478260869565544e-02,1.000000000000000021e-03,5.538443026120753229e-05
3,1,1,1,4.443478260869565544e-02,4.443478260869565544e-02,4.443478260869565544e-02,7.752646809845485730e-05
4,2,1,0,8.786956521739130999e-02,4.443478260869565544e-02,1.000000000000000021e-03,1.168010277590704417e-05
5,2,1,1,8.786956521739130999e-02,4.443478260869565544e-02,4.443478260869565544e-02,1.270118068910990289e-04
6,2,2,0,8.786956521739130999e-02,8.786956521739130999e-02,1.000000000000000021e-03,5.546752067305811106e-05
7,2,2,1,8.786956521739130999e-02,8.786956521739130999e-02,4.443478260869565544e-02,2.369706588127814043e-04
8,2,2,2,8.786956521739130999e-02,8.786956521739130999e-02,8.786956521739130999e-02,8.194320695323417008e-05
9,3,1,1,1.313043478260869645e-01,4.443478260869565544e-02,4.443478260869565544e-02,5.835995199209337160e-06
10,3,2,0,1.313043478260869645e-01,8.786956521739130999e-02,1.000000000000000021e-03,1.166019057661740940e-05
11,3,2,1,1.313043478260869645e-01,8.786956521739130999e-02,4.443478260869565544e-02,2.544041580352889151e-04
12,3,2,2,1.313043478260869645e-01,8.786956521739130999e-02,8.786956521739130999e-02,2.413550301008141844e-04
13,3,3,0,1.313043478260869645e-01,1.313043478260869645e-01,1.000000000000000021e-03,5.545658125492985437e-05
14,3,3,1,1.313043478260869645e-01,1.313043478260869645e-01,4.443478260869565544e-02,2.369418967471407979e-04
15,3,3,2,1.313043478260869645e-01,1.313043478260869645e-01,8.786956521739130999e-02,2.458296208597024967e-04
16,3,3,3,1.313043478260869645e-01,1.313043478260869645e-01,1.313043478260869645e-01,8.194320695323417008e-05
17,4,2,1,1.747391304347826191e-01,8.786956521739130999e-02,4.443478260869565544e-02,1.158496671263434000e-05
18,4,2,2,1.747391304347826191e-01,8.786956521739130999e-02,8.786956521739130999e-02,1.273441685385013711e-04
19,4,3,0,1.747391304347826191e-01,1.313043478260869645e-01,1.000000000000000021e-03,1.173983937377595187e-05
20,4,3,1,1.747391304347826191e-01,1.313043478260869645e-01,4.443478260869565544e-02,2.539714979025758565e-04
21,4,3,2,1.747391304347826191e-01,1.313043478260869645e-01,8.786956521739130999e-02,4.828359249675085460e-04
22,4,3,3,1.747391304347826191e-01,1.313043478260869645e-01,1.313043478260869645e-01,2.458296208597024967e-04
23,4,4,0,1.747391304347826191e-01,1.747391304347826191e-01,1.000000000000000021e-03,5.537299918383755467e-05
24,4,4,1,1.747391304347826191e-01,1.747391304347826191e-01,4.443478260869565544e-02,2.368831434677553507e-04
25,4,4,2,1.747391304347826191e-01,1.747391304347826191e-01,8.786956521739130999e-02,2.458296208597024967e-04
26,4,4,3,1.747391304347826191e-01,1.747391304347826191e-01,1.313043478260869645e-01,2.458296208597024967e-04
27,4,4,4,1.747391304347826191e-01,1.747391304347826191e-01,1.747391304347826191e-01,8.194320695323417008e-05
28,5,2,2,2.181739130434782736e-01,8.786956521739130999e-02,8.786956521739130999e-02,5.820016273853457082e-06
29,5,3,1,2.181739130434782736e-01,1.313043478260869645e-01,4.443478260869565544e-02,1.183325462970263957e-05
30,5,3,2,2.181739130434782736e-01,1.313043478260869645e-01,8.786956521739130999e-02,2.542409271670381101e-04
31,5,3,3,2.181739130434782736e-01,1.313043478260869645e-01,1.313043478260869645e-01,2.413749423001038141e-04
32,5,4,0,2.181739130434782736e-01,1.747391304347826191e-01,1.000000000000000021e-03,1.168723183491197555e-05
33,5,4,1,2.181739130434782736e-01,1.747391304347826191e-01,4.443478260869565544e-02,2.544705320329210502e-04
34,5,4,2,2.181739130434782736e-01,1.747391304347826191e-01,8.786956521739130999e-02,4.827469346447573568e-04
35,5,4,3,2.181739130434782736e-01,1.747391304347826191e-01,1.313043478260869645e-01,4.916592417194049934e-04
36,5,4,4,2.181739130434782736e-01,1.747391304347826191e-01,1.747391304347826191e-01,2.458296208597024967e-04
37,5,5,0,2.181739130434782736e-01,2.181739130434782736e-01,1.000000000000000021e-03,5.533747680362333305e-05
38,5,5,1,2.181739130434782736e-01,2.181739130434782736e-01,4.443478260869565544e-02,2.369972084118342529e-04
39,5,5,2,2.181739130434782736e-01,2.181739130434782736e-01,8.786956521739130999e-02,2.458296208597024967e-04
40,5,5,3,2.181739130434782736e-01,2.181739130434782736e-01,1.313043478260869645e-01,2.458296208597024967e-04
41,5,5,4,2.181739130434782736e-01,2.181739130434782736e-01,1.747391304347826191e-01,2.458296208597024967e-04
42,5,5,5,2.181739130434782736e-01,2.181739130434782736e-01,2.181739130434782736e-01,8.194320695323417008e-05
43,6,3,2,2.616086956521739282e-01,1.313043478260869645e-01,8.786956521739130999e-02,1.161397460789577800e-05
44,6,3,3,2.616086956521739282e-01,1.313043478260869645e-01,1.313043478260869645e-01,1.273571975084068265e-04
45,6,4,1,2.616086956521739282e-01,1.747391304347826191e-01,4.443478260869565544e-02,1.172951452969983786e-05
46,6,4,2,2.616086956521739282e-01,1.747391304347826191e-01,8.786956521739130999e-02,2.545526391262880380e-04
47,6,4,3,2.616086956521739282e-01,1.747391304347826191e-01,1.313043478260869645e-01,4.826859688987837995e-04
48,6,4,4,2.616086956521739282e-01,1.747391304347826191e-01,1.747391304347826191e-01,2.458296208597023341e-04
49,6,5,0,2.616086956521739282e-01,2.181739130434782736e-01,1.000000000000000021e-03,1.173836439605078740e-05
50,6,5,1,2.616086956521739282e-01,2.181739130434782736e-01,4.443478260869565544e-02,2.543259842158553693e-04
51,6,5,2,2.616086956521739282e-01,2.181739130434782736e-01,8.786956521739130999e-02,4.827607011035251632e-04
52,6,5,3,2.616086956521739282e-01,2.181739130434782736e-01,1.313043478260869645e-01,4.916592417194046681e-04
53,6,5,4,2.616086956521739282e-01,2.181739130434782736e-01,1.747391304347826191e-01,4.916592417194046681e-04
54,6,5,5,2.616086956521739282e-01,2.181739130434782736e-01,2.181739130434782736e-01,2.458296208597023341e-04
55,6,6,0,2.616086956521739282e-01,2.616086956521739282e-01,1.000000000000000021e-03,5.537054088762890261e-05
56,6,6,1,2.616086956521739282e-01,2.616086956521739282e-01,4.443478260869565544e-02,2.369409134286571122e-04
57,6,6,2,2.616086956521739282e-01,2.616086956521739282e-01,8.786956521739130999e-02,2.458296208597022256e-04
58,6,6,3,2.616086956521739282e-01,2.616086956521739282e-01,1.313043478260869645e-01,2.458296208597022256e-04
59,6,6,4,2.616086956521739282e-01,2.616086956521739282e-01,1.747391304347826191e-01,2.458296208597022256e-04
60,6,6,5,2.616086956521739282e-01,2.616086956521739282e-01,2.181739130434782736e-01,2.458296208597022256e-04
61,6,6,6,2.616086956521739282e-01,2.616086956521739282e-01,2.616086956521739282e-01,8.194320695323402100e-05
62,7,3,3,3.050434782608695827e-01,1.313043478260869645e-01,1.313043478260869645e-01,5.884423634518706791e-06
63,7,4,2,3.050434782608695827e-01,1.747391304347826191e-01,8.786956521739130999e-02,1.169903165671325742e-05
64,7,4,3,3.050434782608695827e-01,1.747391304347826191e-01,1.313043478260869645e-01,2.544066163314978720e-04
65,7,4,4,3.050434782608695827e-01,1.747391304347826191e-01,1.747391304347826191e-01,2.413624049894403235e-04
66,7,5,1,3.050434782608695827e-01,2.181739130434782736e-01,4.443478260869565544e-02,1.186127920648066113e-05
67,7,5,2,3.050434782608695827e-01,2.181739130434782736e-01,8.786956521739130999e-02,2.545865636139671884e-04
68,7,5,3,3.050434782608695827e-01,2.181739130434782736e-01,1.313043478260869645e-01,4.827651260367015460e-04
69,7,5,4,3.050434782608695827e-01,2.181739130434782736e-01,1.747391304347826191e-01,4.916592417194056439e-04
70,7,5,5,3.050434782608695827e-01,2.181739130434782736e-01,2.181739130434782736e-01,2.458296208597028219e-04
71,7,6,0,3.050434782608695827e-01,2.616086956521739282e-01,1.000000000000000021e-03,1.166363219130945248e-05
72,7,6,1,3.050434782608695827e-01,2.616086956521739282e-01,4.443478260869565544e-02,2.544543072779444494e-04
73,7,6,2,3.050434782608695827e-01,2.616086956521739282e-01,8.786956521739130999e-02,4.828570663149027897e-04
74,7,6,3,3.050434782608695827e-01,2.616086956521739282e-01,1.313043478260869645e-01,4.916592417194053186e-04
75,7,6,4,3.050434782608695827e-01,2.616086956521739282e-01,1.747391304347826191e-01,4.916592417194053186e-04
76,7,6,5,3.050434782608695827e-01,2.616086956521739282e-01,2.181739130434782736e-01,4.916592417194053186e-04
77,7,6,6,3.050434782608695827e-01,2.616086956521739282e-01,2.616086956521739282e-01,2.458296208597024967e-04
78,7,7,0,3.050434782608695827e-01,3.050434782608695827e-01,1.000000000000000021e-03,5.545547502163613814e-05
79,7,7,1,3.050434782608695827e-01,3.050434782608695827e-01,4.443478260869565544e-02,2.369293594364775784e-04
80,7,7,2,3.050434782608695827e-01,3.050434782608695827e-01,8.786956521739130999e-02,2.458296208597031472e-04
81,7,7,3,3.050434782608695827e-01,3.050434782608695827e-01,1.313043478260869645e-01,2.458296208597031472e-04
82,7,7,4,3.050434782608695827e-01,3.050434782608695827e-01,1.747391304347826191e-01,2.458296208597031472e-04
83,7,7,5,3.050434782608695827e-01,3.050434782608695827e-01,2.181739130434782736e-01,2.458296208597031472e-04
