,i1,i2,i3,k1,k2,k3,weight
0,0,0,0,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,5.253630861090811602e-05
1,1,1,0,1.258749999999999869e-01,1.258749999999999869e-01,1.000000000000000021e-03,1.614488260682189237e-03
2,1,1,1,1.258749999999999869e-01,1.258749999999999869e-01,1.258749999999999869e-01,1.933595804031451636e-03
3,2,1,1,2.507499999999999729e-01,1.258749999999999869e-01,1.258749999999999869e-01,5.942114777778694391e-04
4,2,2,0,2.507499999999999729e-01,2.507499999999999729e-01,1.000000000000000021e-03,7.585283220360905694e-04
5,2,2,1,2.507499999999999729e-01,2.507499999999999729e-01,1.258749999999999869e-01,1.320994802432765014e-02
6,2,2,2,2.507499999999999729e-01,2.507499999999999729e-01,2.507499999999999729e-01,2.923257507164044554e-03
7,3,3,1,3.756249999999999867e-01,3.756249999999999867e-01,1.258749999999999869e-01,1.006533867786406876e-02
8,4,2,2,5.004999999999999449e-01,2.507499999999999729e-01,2.507499999999999729e-01,1.374843097291204115e-03
9,4,3,1,5.004999999999999449e-01,3.756249999999999867e-01,1.258749999999999869e-01,1.554030060706696088e-02
10,4,3,2,5.004999999999999449e-01,3.756249999999999867e-01,2.507499999999999729e-01,3.105091539858828922e-02
11,4,3,3,5.004999999999999449e-01,3.756249999999999867e-01,3.756249999999999867e-01,5.816941613625113347e-03
12,4,4,3,5.004999999999999449e-01,5.004999999999999449e-01,3.756249999999999867e-01,1.139194612627570345e-02
13,4,4,4,5.004999999999999449e-01,5.004999999999999449e-01,5.004999999999999449e-01,1.411730193160521708e-02
14,5,3,3,6.253750000000000142e-01,3.756249999999999867e-01,3.756249999999999867e-01,1.089329412335428640e-02
15,5,5,0,6.253750000000000142e-01,6.253750000000000142e-01,1.000000000000000021e-03,2.032903381684716786e-03
16,5,5,1,6.253750000000000142e-01,6.253750000000000142e-01,1.258749999999999869e-01,1.904737663863349806e-02
17,5,5,5,6.253750000000000142e-01,6.253750000000000142e-01,6.253750000000000142e-01,1.065588983152567643e-02
18,6,3,3,7.502499999999999725e-01,3.756249999999999867e-01,3.756249999999999867e-01,6.629035166367944730e-03
19,6,4,3,7.502499999999999725e-01,5.004999999999999449e-01,3.756249999999999867e-01,1.407607600497295074e-02
20,6,5,1,7.502499999999999725e-01,6.253750000000000142e-01,1.258749999999999869e-01,5.342515046750033469e-03
21,6,5,2,7.502499999999999725e-01,6.253750000000000142e-01,2.507499999999999729e-01,3.955658431733045238e-02
22,6,5,3,7.502499999999999725e-01,6.253750000000000142e-01,3.756249999999999867e-01,2.878422354497518071e-02
23,6,5,5,7.502499999999999725e-01,6.253750000000000142e-01,6.253750000000000142e-01,1.058406665514628406e-02
24,7,5,2,8.751250000000000417e-01,6.253750000000000142e-01,2.507499999999999729e-01,1.676026985183138359e-03
25,7,5,3,8.751250000000000417e-01,6.253750000000000142e-01,3.756249999999999867e-01,4.316798950144102448e-02
26,7,5,5,8.751250000000000417e-01,6.253750000000000142e-01,6.253750000000000142e-01,5.110693109300198239e-02
27,7,7,0,8.751250000000000417e-01,8.751250000000000417e-01,1.000000000000000021e-03,1.424024004708181190e-03
28,7,7,1,8.751250000000000417e-01,8.751250000000000417e-01,1.258749999999999869e-01,1.899605894999279246e-02
29,7,7,2,8.751250000000000417e-01,8.751250000000000417e-01,2.507499999999999729e-01,3.953716147758479411e-03
30,7,7,3,8.751250000000000417e-01,8.751250000000000417e-01,3.756249999999999867e-01,3.681399076697729894e-02
31,7,7,5,8.751250000000000417e-01,8.751250000000000417e-01,6.253750000000000142e-01,1.474620657328286170e-02
32,7,7,6,8.751250000000000417e-01,8.751250000000000417e-01,7.502499999999999725e-01,4.425459438995279875e-03
33,7,7,7,8.751250000000000417e-01,8.751250000000000417e-01,8.751250000000000417e-01,1.168791295766985310e-02
34,8,5,3,1.000000000000000000e+00,6.253750000000000142e-01,3.756249999999999867e-01,6.281079929996238181e-03
35,8,5,5,1.000000000000000000e+00,6.253750000000000142e-01,6.253750000000000142e-01,6.903039393348272060e-03
36,8,6,2,1.000000000000000000e+00,7.502499999999999725e-01,2.507499999999999729e-01,7.554707150538532943e-03
37,8,7,1,1.000000000000000000e+00,8.751250000000000417e-01,1.258749999999999869e-01,1.650168992750299319e-03
38,8,7,3,1.000000000000000000e+00,8.751250000000000417e-01,3.756249999999999867e-01,7.130766600499829737e-03
39,8,7,5,1.000000000000000000e+00,8.751250000000000417e-01,6.253750000000000142e-01,1.834175148863291874e-02
40,8,7,6,1.000000000000000000e+00,8.751250000000000417e-01,7.502499999999999725e-01,1.511425841134044195e-03
41,8,8,1,1.000000000000000000e+00,1.000000000000000000e+00,1.258749999999999869e-01,1.384108128809681234e-03
42,8,8,2,1.000000000000000000e+00,1.000000000000000000e+00,2.507499999999999729e-01,1.283434243929348689e-03
43,8,8,3,1.000000000000000000e+00,1.000000000000000000e+00,3.756249999999999867e-01,2.433952614835255431e-04
44,8,8,6,1.000000000000000000e+00,1.000000000000000000e+00,7.502499999999999725e-01,1.055316555405813725e-03
45,8,8,8,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.122837864622521263e-04
