,i1,i2,i3,k1,k2,k3,weight
0,0,0,0,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,8.319631743031901706e-05
1,2,2,0,1.437142857142857111e-01,1.437142857142857111e-01,1.000000000000000021e-03,5.826246932540796956e-04
2,2,2,1,1.437142857142857111e-01,1.437142857142857111e-01,7.235714285714285599e-02,4.435482709832120306e-03
3,2,2,2,1.437142857142857111e-01,1.437142857142857111e-01,1.437142857142857111e-01,3.123607875210290992e-04
4,4,2,2,2.864285714285714213e-01,1.437142857142857111e-01,1.437142857142857111e-01,3.023661337038217618e-03
5,4,4,2,2.864285714285714213e-01,2.864285714285714213e-01,1.437142857142857111e-01,7.069093891707615117e-03
6,4,4,4,2.864285714285714213e-01,2.864285714285714213e-01,2.864285714285714213e-01,3.014657272013588317e-03
7,5,4,2,3.577857142857142625e-01,2.864285714285714213e-01,1.437142857142857111e-01,9.386759638453657725e-03
8,5,4,4,3.577857142857142625e-01,2.864285714285714213e-01,2.864285714285714213e-01,5.450413072788249042e-04
9,5,5,0,3.577857142857142625e-01,3.577857142857142625e-01,1.000000000000000021e-03,1.220770054351945615e-03
10,5,5,1,3.577857142857142625e-01,3.577857142857142625e-01,7.235714285714285599e-02,1.697606252578369836e-03
11,5,5,2,3.577857142857142625e-01,3.577857142857142625e-01,1.437142857142857111e-01,5.121324179094853546e-03
12,5,5,5,3.577857142857142625e-01,3.577857142857142625e-01,3.577857142857142625e-01,3.699598500563387737e-03
13,7,5,2,5.004999999999999449e-01,3.577857142857142625e-01,1.437142857142857111e-01,1.035197339035048673e-02
14,7,5,4,5.004999999999999449e-01,3.577857142857142625e-01,2.864285714285714213e-01,1.214393304365235168e-02
15,7,5,5,5.004999999999999449e-01,3.577857142857142625e-01,3.577857142857142625e-01,4.815428626235639803e-03
16,7,7,1,5.004999999999999449e-01,5.004999999999999449e-01,7.235714285714285599e-02,9.737664222734457439e-04
17,8,5,5,5.718571428571428417e-01,3.577857142857142625e-01,3.577857142857142625e-01,2.120558297867484315e-02
18,8,7,1,5.718571428571428417e-01,5.004999999999999449e-01,7.235714285714285599e-02,7.165559145273926300e-04
19,8,7,2,5.718571428571428417e-01,5.004999999999999449e-01,1.437142857142857111e-01,1.084473716195905610e-03
20,8,8,0,5.718571428571428417e-01,5.718571428571428417e-01,1.000000000000000021e-03,1.036337635487543903e-03
21,8,8,2,5.718571428571428417e-01,5.718571428571428417e-01,1.437142857142857111e-01,2.060441158914612034e-02
22,8,8,4,5.718571428571428417e-01,5.718571428571428417e-01,2.864285714285714213e-01,1.060658560062452578e-02
23,8,8,5,5.718571428571428417e-01,5.718571428571428417e-01,3.577857142857142625e-01,1.003257752542278600e-02
24,8,8,7,5.718571428571428417e-01,5.718571428571428417e-01,5.004999999999999449e-01,1.604101342225253482e-02
25,10,5,5,7.145714285714285241e-01,3.577857142857142625e-01,3.577857142857142625e-01,6.259175718515666738e-03
26,10,8,2,7.145714285714285241e-01,5.718571428571428417e-01,1.437142857142857111e-01,6.887705649966022886e-03
27,10,8,4,7.145714285714285241e-01,5.718571428571428417e-01,2.864285714285714213e-01,8.517857113420341034e-03
28,10,8,5,7.145714285714285241e-01,5.718571428571428417e-01,3.577857142857142625e-01,4.023501605855565010e-03
29,10,10,7,7.145714285714285241e-01,7.145714285714285241e-01,5.004999999999999449e-01,1.353548699041860585e-02
30,11,8,4,7.859285714285714208e-01,5.718571428571428417e-01,2.864285714285714213e-01,1.120108655767343246e-02
31,11,8,5,7.859285714285714208e-01,5.718571428571428417e-01,3.577857142857142625e-01,4.059692308439551145e-02
32,11,8,8,7.859285714285714208e-01,5.718571428571428417e-01,5.718571428571428417e-01,1.358803050115124991e-02
33,11,9,2,7.859285714285714208e-01,6.432142857142857384e-01,1.437142857142857111e-01,1.844817322811711287e-03
34,11,10,1,7.859285714285714208e-01,7.145714285714285241e-01,7.235714285714285599e-02,3.219606610885521279e-03
35,11,10,4,7.859285714285714208e-01,7.145714285714285241e-01,2.864285714285714213e-01,7.219808952337658850e-05
36,11,10,7,7.859285714285714208e-01,7.145714285714285241e-01,5.004999999999999449e-01,1.536859818255720614e-02
37,11,11,0,7.859285714285714208e-01,7.859285714285714208e-01,1.000000000000000021e-03,6.764254796906111556e-04
38,11,11,1,7.859285714285714208e-01,7.859285714285714208e-01,7.235714285714285599e-02,1.473550004734068075e-03
39,11,11,2,7.859285714285714208e-01,7.859285714285714208e-01,1.437142857142857111e-01,1.194863511792400822e-02
40,11,11,4,7.859285714285714208e-01,7.859285714285714208e-01,2.864285714285714213e-01,1.477161634225884063e-02
41,11,11,8,7.859285714285714208e-01,7.859285714285714208e-01,5.718571428571428417e-01,1.409900389086369589e-02
42,11,11,10,7.859285714285714208e-01,7.859285714285714208e-01,7.145714285714285241e-01,3.038482211833007200e-03
43,11,11,11,7.859285714285714208e-01,7.859285714285714208e-01,7.859285714285714208e-01,4.122688409348583896e-03
44,13,8,5,9.286428571428571033e-01,5.718571428571428417e-01,3.577857142857142625e-01,9.142766865029152562e-03
45,13,8,7,9.286428571428571033e-01,5.718571428571428417e-01,5.004999999999999449e-01,5.468292088090524923e-03
46,13,8,8,9.286428571428571033e-01,5.718571428571428417e-01,5.718571428571428417e-01,1.707111278454999381e-02
47,13,10,5,9.286428571428571033e-01,7.145714285714285241e-01,3.577857142857142625e-01,3.782820723552606391e-03
48,13,10,7,9.286428571428571033e-01,7.145714285714285241e-01,5.004999999999999449e-01,2.379171517308781552e-03
49,13,11,2,9.286428571428571033e-01,7.859285714285714208e-01,1.437142857142857111e-01,6.000888114130606237e-03
50,13,11,4,9.286428571428571033e-01,7.859285714285714208e-01,2.864285714285714213e-01,2.483871589711015085e-02
51,13,11,7,9.286428571428571033e-01,7.859285714285714208e-01,5.004999999999999449e-01,2.218961537234515752e-02
52,13,11,10,9.286428571428571033e-01,7.859285714285714208e-01,7.145714285714285241e-01,2.091328032700440903e-02
53,13,13,1,9.286428571428571033e-01,9.286428571428571033e-01,7.235714285714285599e-02,4.315714286528740846e-03
54,13,13,2,9.286428571428571033e-01,9.286428571428571033e-01,1.437142857142857111e-01,9.025351312696584371e-04
55,13,13,4,9.286428571428571033e-01,9.286428571428571033e-01,2.864285714285714213e-01,8.305632485203030824e-03
56,13,13,7,9.286428571428571033e-01,9.286428571428571033e-01,5.004999999999999449e-01,7.069568086786747092e-03
57,13,13,8,9.286428571428571033e-01,9.286428571428571033e-01,5.718571428571428417e-01,4.441046624214013520e-03
58,13,13,10,9.286428571428571033e-01,9.286428571428571033e-01,7.145714285714285241e-01,1.073239911000169536e-03
59,13,13,11,9.286428571428571033e-01,9.286428571428571033e-01,7.859285714285714208e-01,5.668865728703810329e-03
60,13,13,13,9.286428571428571033e-01,9.286428571428571033e-01,9.286428571428571033e-01,2.374331637378686646e-03
61,14,8,7,1.000000000000000000e+00,5.718571428571428417e-01,5.004999999999999449e-01,1.449087583687215909e-03
62,14,8,8,1.000000000000000000e+00,5.718571428571428417e-01,5.718571428571428417e-01,9.630078164544568758e-04
63,14,10,5,1.000000000000000000e+00,7.145714285714285241e-01,3.577857142857142625e-01,3.386260996305190136e-03
64,14,11,4,1.000000000000000000e+00,7.859285714285714208e-01,2.864285714285714213e-01,1.556633525687308329e-04
65,14,11,5,1.000000000000000000e+00,7.859285714285714208e-01,3.577857142857142625e-01,2.318518183790335262e-03
66,14,11,8,1.000000000000000000e+00,7.859285714285714208e-01,5.718571428571428417e-01,5.446052781992092445e-03
67,14,11,10,1.000000000000000000e+00,7.859285714285714208e-01,7.145714285714285241e-01,1.583815653101278273e-03
68,14,11,11,1.000000000000000000e+00,7.859285714285714208e-01,7.859285714285714208e-01,1.595327654521696019e-04
69,14,13,1,1.000000000000000000e+00,9.286428571428571033e-01,7.235714285714285599e-02,1.825148898100225877e-04
70,14,13,2,1.000000000000000000e+00,9.286428571428571033e-01,1.437142857142857111e-01,2.899488025883657609e-03
71,14,13,4,1.000000000000000000e+00,9.286428571428571033e-01,2.864285714285714213e-01,9.777094853029499530e-04
72,14,13,5,1.000000000000000000e+00,9.286428571428571033e-01,3.577857142857142625e-01,1.402467438014487000e-03
73,14,13,8,1.000000000000000000e+00,9.286428571428571033e-01,5.718571428571428417e-01,3.256729241227831421e-03
74,14,13,11,1.000000000000000000e+00,9.286428571428571033e-01,7.859285714285714208e-01,3.585391136151338306e-03
75,14,14,0,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000021e-03,5.456907918782985583e-05
76,14,14,1,1.000000000000000000e+00,1.000000000000000000e+00,7.235714285714285599e-02,3.120734477853423532e-05
77,14,14,4,1.000000000000000000e+00,1.000000000000000000e+00,2.864285714285714213e-01,6.416480963227291778e-05
78,14,14,5,1.000000000000000000e+00,1.000000000000000000e+00,3.577857142857142625e-01,6.114311504863265872e-04
79,14,14,11,1.000000000000000000e+00,1.000000000000000000e+00,7.859285714285714208e-01,2.463394499786338769e-04
80,14,14,13,1.000000000000000000e+00,1.000000000000000000e+00,9.286428571428571033e-01,1.865569560795056524e-04
81,14,14,14,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.869131662152465141e-05
