,i1,i2,i3,k1,k2,k3,weight
0,0,0,0,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.662361323650023872e-05
1,1,0,0,6.343749999999999389e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.667144309228722654e-05
2,1,1,0,6.343749999999999389e-02,6.343749999999999389e-02,1.000000000000000021e-03,1.607448267845727351e-04
3,1,1,1,6.343749999999999389e-02,6.343749999999999389e-02,6.343749999999999389e-02,2.297303267744619116e-04
4,2,1,0,1.258749999999999869e-01,6.343749999999999389e-02,1.000000000000000021e-03,3.344803884462523193e-05
5,2,1,1,1.258749999999999869e-01,6.343749999999999389e-02,6.343749999999999389e-02,3.739776261510211158e-04
6,2,2,0,1.258749999999999869e-01,1.258749999999999869e-01,1.000000000000000021e-03,1.608934279395749227e-04
7,2,2,1,1.258749999999999869e-01,1.258749999999999869e-01,6.343749999999999389e-02,7.028783515733285974e-04
8,2,2,2,1.258749999999999869e-01,1.258749999999999869e-01,1.258749999999999869e-01,2.434089353027341313e-04
9,3,1,1,1.883124999999999938e-01,6.343749999999999389e-02,6.343749999999999389e-02,1.657760894772802805e-05
10,3,2,0,1.883124999999999938e-01,1.258749999999999869e-01,1.000000000000000021e-03,3.342686226725389019e-05
11,3,2,1,1.883124999999999938e-01,1.258749999999999869e-01,6.343749999999999389e-02,7.471855932486149831e-04
12,3,2,2,1.883124999999999938e-01,1.258749999999999869e-01,1.258749999999999869e-01,7.165562298747953345e-04
13,3,3,0,1.883124999999999938e-01,1.883124999999999938e-01,1.000000000000000021e-03,1.607470174649904839e-04
14,3,3,1,1.883124999999999938e-01,1.883124999999999938e-01,6.343749999999999389e-02,7.026067072015314274e-04
15,3,3,2,1.883124999999999938e-01,1.883124999999999938e-01,1.258749999999999869e-01,7.302268059082030714e-04
16,3,3,3,1.883124999999999938e-01,1.883124999999999938e-01,1.883124999999999938e-01,2.434089353027344565e-04
17,4,2,1,2.507499999999999729e-01,1.258749999999999869e-01,6.343749999999999389e-02,3.380219884549071123e-05
18,4,2,2,2.507499999999999729e-01,1.258749999999999869e-01,1.258749999999999869e-01,3.737731626453667257e-04
19,4,3,0,2.507499999999999729e-01,1.883124999999999938e-01,1.000000000000000021e-03,3.310848337987792916e-05
20,4,3,1,2.507499999999999729e-01,1.883124999999999938e-01,6.343749999999999389e-02,7.474002799295523638e-04
21,4,3,2,2.507499999999999729e-01,1.883124999999999938e-01,1.258749999999999869e-01,1.432807224944721621e-03
22,4,3,3,2.507499999999999729e-01,1.883124999999999938e-01,1.883124999999999938e-01,7.302268059082033967e-04
23,4,4,0,2.507499999999999729e-01,2.507499999999999729e-01,1.000000000000000021e-03,1.607503034856170936e-04
24,4,4,1,2.507499999999999729e-01,2.507499999999999729e-01,6.343749999999999389e-02,7.028571749959579198e-04
25,4,4,2,2.507499999999999729e-01,2.507499999999999729e-01,1.258749999999999869e-01,7.302268059082030714e-04
26,4,4,3,2.507499999999999729e-01,2.507499999999999729e-01,1.883124999999999938e-01,7.302268059082033967e-04
27,4,4,4,2.507499999999999729e-01,2.507499999999999729e-01,2.507499999999999729e-01,2.434089353027344565e-04
28,5,2,2,3.131875000000000075e-01,1.258749999999999869e-01,1.258749999999999869e-01,1.699894981473705976e-05
29,5,3,1,3.131875000000000075e-01,1.883124999999999938e-01,6.343749999999999389e-02,3.367221847403908377e-05
30,5,3,2,3.131875000000000075e-01,1.883124999999999938e-01,1.258749999999999869e-01,7.478457182811564701e-04
31,5,3,3,3.131875000000000075e-01,1.883124999999999938e-01,1.883124999999999938e-01,7.164196774620913482e-04
32,5,4,0,3.131875000000000075e-01,2.507499999999999729e-01,1.000000000000000021e-03,3.322970102965871033e-05
33,5,4,1,3.131875000000000075e-01,2.507499999999999729e-01,6.343749999999999389e-02,7.478062860336376957e-04
34,5,4,2,3.131875000000000075e-01,2.507499999999999729e-01,1.258749999999999869e-01,1.432688928202165190e-03
35,5,4,3,3.131875000000000075e-01,2.507499999999999729e-01,1.883124999999999938e-01,1.460453611816407444e-03
36,5,4,4,3.131875000000000075e-01,2.507499999999999729e-01,2.507499999999999729e-01,7.302268059082037219e-04
37,5,5,0,3.131875000000000075e-01,3.131875000000000075e-01,1.000000000000000021e-03,1.610957007648117808e-04
