,i1,i2,i3,k1,k2,k3,weight
0,0,0,0,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,4.983756568975716687e-05
1,1,0,0,9.181818181818181268e-02,1.000000000000000021e-03,1.000000000000000021e-03,5.006749061127711571e-05
2,1,1,0,9.181818181818181268e-02,9.181818181818181268e-02,1.000000000000000021e-03,4.866337930279064053e-04
3,1,1,1,9.181818181818181268e-02,9.181818181818181268e-02,9.181818181818181268e-02,7.051398466910877103e-04
4,2,1,0,1.826363636363636245e-01,9.181818181818181268e-02,1.000000000000000021e-03,1.000498127469822676e-04
5,2,1,1,1.826363636363636245e-01,9.181818181818181268e-02,9.181818181818181268e-02,1.141655325175724338e-03
6,2,2,0,1.826363636363636245e-01,1.826363636363636245e-01,1.000000000000000021e-03,4.866614334566540280e-04
7,2,2,1,1.826363636363636245e-01,1.826363636363636245e-01,9.181818181818181268e-02,2.159496361011623271e-03
8,2,2,2,1.826363636363636245e-01,1.826363636363636245e-01,1.826363636363636245e-01,7.490631096919610340e-04
9,3,1,1,2.734545454545454501e-01,9.181818181818181268e-02,9.181818181818181268e-02,5.021299612033479028e-05
10,3,2,0,2.734545454545454501e-01,1.826363636363636245e-01,1.000000000000000021e-03,1.000232959128991657e-04
11,3,2,1,2.734545454545454501e-01,1.826363636363636245e-01,9.181818181818181268e-02,2.285927277606224998e-03
12,3,2,2,2.734545454545454501e-01,1.826363636363636245e-01,1.826363636363636245e-01,2.203624417866686079e-03
13,3,3,0,2.734545454545454501e-01,2.734545454545454501e-01,1.000000000000000021e-03,4.864872762836503287e-04
14,3,3,1,2.734545454545454501e-01,2.734545454545454501e-01,9.181818181818181268e-02,2.159465799236746399e-03
15,3,3,2,2.734545454545454501e-01,2.734545454545454501e-01,1.826363636363636245e-01,2.247189329075881693e-03
16,3,3,3,2.734545454545454501e-01,2.734545454545454501e-01,2.734545454545454501e-01,7.490631096919603835e-04
17,4,2,1,3.642727272727272481e-01,1.826363636363636245e-01,9.181818181818181268e-02,1.001913856747140518e-04
18,4,2,2,3.642727272727272481e-01,1.826363636363636245e-01,1.826363636363636245e-01,1.142065661947213673e-03
19,4,3,0,3.642727272727272481e-01,2.734545454545454501e-01,1.000000000000000021e-03,9.969340851939076939e-05
20,4,3,1,3.642727272727272481e-01,2.734545454545454501e-01,9.181818181818181268e-02,2.284325481052458095e-03
21,4,3,2,3.642727272727272481e-01,2.734545454545454501e-01,1.826363636363636245e-01,4.406376027397957210e-03
22,4,3,3,3.642727272727272481e-01,2.734545454545454501e-01,2.734545454545454501e-01,2.247189329075881259e-03
23,4,4,0,3.642727272727272481e-01,3.642727272727272481e-01,1.000000000000000021e-03,4.870636803465582605e-04
24,4,4,1,3.642727272727272481e-01,3.642727272727272481e-01,9.181818181818181268e-02,2.159710293435750106e-03
25,4,4,2,3.642727272727272481e-01,3.642727272727272481e-01,1.826363636363636245e-01,2.247189329075881693e-03
26,4,4,3,3.642727272727272481e-01,3.642727272727272481e-01,2.734545454545454501e-01,2.247189329075881259e-03
27,4,4,4,3.642727272727272481e-01,3.642727272727272481e-01,3.642727272727272481e-01,7.490631096919603835e-04
28,5,2,2,4.550909090909090460e-01,1.826363636363636245e-01,1.826363636363636245e-01,5.006423218674996349e-05
29,5,3,1,4.550909090909090460e-01,2.734545454545454501e-01,9.181818181818181268e-02,1.000664419480173809e-04
30,5,3,2,4.550909090909090460e-01,2.734545454545454501e-01,1.826363636363636245e-01,2.285198289387871309e-03
31,5,3,3,4.550909090909090460e-01,2.734545454545454501e-01,2.734545454545454501e-01,2.203272508017751173e-03
32,5,4,0,4.550909090909090460e-01,3.642727272727272481e-01,1.000000000000000021e-03,9.985925109187657330e-05
33,5,4,1,4.550909090909090460e-01,3.642727272727272481e-01,9.181818181818181268e-02,2.285245030925915893e-03
34,5,4,2,4.550909090909090460e-01,3.642727272727272481e-01,1.826363636363636245e-01,4.406500072248921950e-03
35,5,4,3,4.550909090909090460e-01,3.642727272727272481e-01,2.734545454545454501e-01,4.494378658151762518e-03
36,5,4,4,4.550909090909090460e-01,3.642727272727272481e-01,3.642727272727272481e-01,2.247189329075881259e-03
37,5,5,0,4.550909090909090460e-01,4.550909090909090460e-01,1.000000000000000021e-03,4.862634562264743672e-04
38,5,5,1,4.550909090909090460e-01,4.550909090909090460e-01,9.181818181818181268e-02,2.159678832785142874e-03
39,5,5,2,4.550909090909090460e-01,4.550909090909090460e-01,1.826363636363636245e-01,2.247189329075881693e-03
40,5,5,3,4.550909090909090460e-01,4.550909090909090460e-01,2.734545454545454501e-01,2.247189329075881259e-03
41,5,5,4,4.550909090909090460e-01,4.550909090909090460e-01,3.642727272727272481e-01,2.247189329075881259e-03
42,5,5,5,4.550909090909090460e-01,4.550909090909090460e-01,4.550909090909090460e-01,7.490631096919603835e-04
43,6,3,2,5.459090909090908994e-01,2.734545454545454501e-01,1.826363636363636245e-01,1.003675653181136743e-04
44,6,3,3,5.459090909090908994e-01,2.734545454545454501e-01,2.734545454545454501e-01,1.142897571436837876e-03
45,6,4,1,5.459090909090908994e-01,3.642727272727272481e-01,9.181818181818181268e-02,9.967722875622156745e-05
46,6,4,2,5.459090909090908994e-01,3.642727272727272481e-01,1.826363636363636245e-01,2.283996492534684421e-03
47,6,4,3,5.459090909090908994e-01,3.642727272727272481e-01,2.734545454545454501e-01,4.406470409349782374e-03
48,6,4,4,5.459090909090908994e-01,3.642727272727272481e-01,3.642727272727272481e-01,2.247189329075883861e-03
49,6,5,0,5.459090909090908994e-01,4.550909090909090460e-01,1.000000000000000021e-03,9.954419514794026847e-05
50,6,5,1,5.459090909090908994e-01,4.550909090909090460e-01,9.181818181818181268e-02,2.283693571413124984e-03
51,6,5,2,5.459090909090908994e-01,4.550909090909090460e-01,1.826363636363636245e-01,4.406502768876123001e-03
52,6,5,3,5.459090909090908994e-01,4.550909090909090460e-01,2.734545454545454501e-01,4.494378658151767722e-03
53,6,5,4,5.459090909090908994e-01,4.550909090909090460e-01,3.642727272727272481e-01,4.494378658151767722e-03
54,6,5,5,5.459090909090908994e-01,4.550909090909090460e-01,4.550909090909090460e-01,2.247189329075883861e-03
55,6,6,0,5.459090909090908994e-01,5.459090909090908994e-01,1.000000000000000021e-03,4.861737933722455130e-04
56,6,6,1,5.459090909090908994e-01,5.459090909090908994e-01,9.181818181818181268e-02,2.159883327014094651e-03
